lote,tiempo_inicio_lote,tiempo_ciclo,tiempo_averia,envase,parison_cm,rebaba_gr,defectos,no_detectados,volumen,espesor
16,2.510521159,0.1778525249,0,1,26.09852335,0.896013715,1,1,882.316191,0.6824892271
16,2.510521159,0.1778525249,0,2,27.27918911,5.793926239,2,0,889.6713847,0.7105338256
16,2.510521159,0.1778525249,0,3,26.64014601,3.578198715,2,0,1016.39586,0.5285257518
16,2.510521159,0.1778525249,0,4,26.8345561,4.10361769,2,1,1145.518399,0.7435307856
16,2.510521159,0.1778525249,0,5,26.90061514,3.865957572,2,0,1138.424271,0.7905195876
16,2.510521159,0.1778525249,0,6,27.21083206,5.942355678,1,0,1155.042253,0.6722300013
17,2.688373684,0.1858016207,0,1,27.30479406,5.714651305,3,0,985.9298627,0.5018317368
17,2.688373684,0.1858016207,0,2,27.08239395,5.354684063,1,0,986.3583927,0.6110159277
17,2.688373684,0.1858016207,0,3,26.66306628,2.874805156,1,0,1114.775477,0.6456985115
17,2.688373684,0.1858016207,0,4,26.89898744,3.172323418,1,0,868.166945,0.6185790188
17,2.688373684,0.1858016207,0,5,27.0555069,4.707118985,2,0,920.2779208,0.6140622337
17,2.688373684,0.1858016207,0,6,26.86009952,4.43938556,1,0,1194.844005,0.6727277482
18,2.874175305,0.1380637544,0,1,26.59365005,2.705253525,1,0,1085.548515,0.6571887629
18,2.874175305,0.1380637544,0,2,27.2284229,5.943892651,2,0,989.7501062,0.7182137317
18,2.874175305,0.1380637544,0,3,27.13166874,5.493804023,1,0,1159.139236,0.6482351075
18,2.874175305,0.1380637544,0,4,26.6633121,2.934975562,2,0,910.3829606,0.5204858775
18,2.874175305,0.1380637544,0,5,27.28294006,5.735281797,2,0,880.6924005,0.7592750102
18,2.874175305,0.1380637544,0,6,26.71344354,2.807102054,2,0,1110.734982,0.5964580289
19,3.012239059,0.1803031383,0,1,26.42434037,2.307683097,1,0,913.4984832,0.6118555946
19,3.012239059,0.1803031383,0,2,26.98484613,5.271142236,2,0,963.6587896,0.7171200965
19,3.012239059,0.1803031383,0,3,27.4070033,5.560098242,0,0,1006.783194,0.6785123684
19,3.012239059,0.1803031383,0,4,26.63510955,2.953952785,1,0,1060.557336,0.6938074462
19,3.012239059,0.1803031383,0,5,26.15171115,2.074509263,2,0,880.8660337,0.7533285166
19,3.012239059,0.1803031383,0,6,27.15664672,5.679851652,2,0,914.8988848,0.749403517
20,3.192542197,0.1664145046,0,1,27.25267009,5.134648729,1,0,1173.449548,0.6407046815
20,3.192542197,0.1664145046,0,2,26.2075978,1.229021867,2,0,1176.756496,0.7403777672
20,3.192542197,0.1664145046,0,3,27.35795931,5.063405374,2,0,1155.246732,0.5818373899
20,3.192542197,0.1664145046,0,4,27.49178803,5.988495991,2,1,1050.802846,0.5707334222
20,3.192542197,0.1664145046,0,5,26.20818904,2.142164021,3,0,1181.904633,0.7088215966
20,3.192542197,0.1664145046,0,6,26.43215237,2.119879872,3,0,1061.108602,0.5333560581
21,3.358956702,0.1814211234,0,1,26.36084636,2.10030934,2,0,1021.695557,0.6844428748
21,3.358956702,0.1814211234,0,2,26.70520262,3.747782057,1,0,1071.660781,0.6171361198
21,3.358956702,0.1814211234,0,3,26.49877791,1.84021594,2,0,1158.60055,0.7205560954
21,3.358956702,0.1814211234,0,4,27.1642856,5.003948607,2,0,1174.599073,0.5189301611
21,3.358956702,0.1814211234,0,5,27.12993638,4.350173106,2,0,1067.212279,0.5759941296
21,3.358956702,0.1814211234,0,6,26.57996715,3.984101734,2,0,1147.323082,0.7683912485
22,3.540377825,0.1922818615,0,1,26.45974378,2.819712753,1,0,882.0275644,0.6982757664
22,3.540377825,0.1922818615,0,2,27.42185657,5.143176609,2,0,959.822144,0.7940081838
22,3.540377825,0.1922818615,0,3,26.10085004,1.911183052,2,0,1162.524788,0.5104396897
22,3.540377825,0.1922818615,0,4,26.79418982,3.585002467,1,0,1155.233789,0.6721765335
22,3.540377825,0.1922818615,0,5,26.66940967,4.343477594,2,0,954.7106706,0.5780869313
22,3.540377825,0.1922818615,0,6,27.02289389,5.283110546,2,0,1028.044477,0.5263372223
23,3.732659687,0.1465221759,0,1,26.20831531,2.312281212,2,0,898.544982,0.5602941114
23,3.732659687,0.1465221759,0,2,27.07830449,4.838043283,3,1,973.716287,0.7998785132
23,3.732659687,0.1465221759,0,3,27.17039439,5.389629392,2,0,987.8059123,0.7633880455
23,3.732659687,0.1465221759,0,4,27.0639982,4.428459133,2,0,915.862832,0.5967982253
23,3.732659687,0.1465221759,0,5,26.75385972,2.984580066,1,0,971.1298424,0.6600434089
23,3.732659687,0.1465221759,0,6,26.0681927,1.522377898,2,0,1180.094507,0.5085120464
24,3.879181863,0.185580891,0,1,26.10945954,0.5042120909,2,0,1123.996336,0.5892301614
24,3.879181863,0.185580891,0,2,26.19614923,1.429892198,2,0,1194.310946,0.7926122384
24,3.879181863,0.185580891,0,3,26.37240542,3.038380791,0,0,1003.659933,0.6846132332
24,3.879181863,0.185580891,0,4,26.03476445,2.012546954,2,0,1049.503883,0.5925621446
24,3.879181863,0.185580891,0,5,26.80503612,4.521367762,1,0,1111.704015,0.641176056
24,3.879181863,0.185580891,0,6,26.11029762,1.395840168,1,0,927.8621208,0.665966878
25,4.064762754,0.1960116787,0,1,26.75011686,2.724771264,1,0,929.6231526,0.6527367549
25,4.064762754,0.1960116787,0,2,27.48592361,6.696715442,2,0,1095.227248,0.5487506138
25,4.064762754,0.1960116787,0,3,27.46984705,6.329025396,1,0,997.3431239,0.7021419177
25,4.064762754,0.1960116787,0,4,27.08210017,4.967027707,1,0,1160.46481,0.6732903188
25,4.064762754,0.1960116787,0,5,26.02840605,0.7271377093,2,1,1229.282068,0.5329686564
25,4.064762754,0.1960116787,0,6,26.31101256,1.742273242,2,0,874.9125144,0.5414247457
26,4.260774432,0.1578119909,0,1,26.3697787,2.414714919,2,0,1094.030632,0.5576792507
26,4.260774432,0.1578119909,0,2,27.19310803,4.736719469,2,0,989.5212697,0.7801101124
26,4.260774432,0.1578119909,0,3,27.07121193,4.45447226,2,0,966.1810608,0.5862891025
26,4.260774432,0.1578119909,0,4,26.88024575,3.576050659,1,0,904.9091819,0.6847031103
26,4.260774432,0.1578119909,0,5,26.82552885,4.757186125,2,0,1158.306423,0.5015544339
26,4.260774432,0.1578119909,0,6,26.13419108,1.619501803,2,0,1108.359167,0.7723810876
27,4.418586423,0.2023877748,0,1,27.38905955,6.631408225,2,0,1224.643498,0.788639414
27,4.418586423,0.2023877748,0,2,27.27658961,5.419005862,3,0,1047.564968,0.7815681505
27,4.418586423,0.2023877748,0,3,27.13592413,4.339983078,1,0,1166.307066,0.6703343667
27,4.418586423,0.2023877748,0,4,26.37207063,1.828160652,2,0,906.2447503,0.597080501
27,4.418586423,0.2023877748,0,5,26.17733727,1.236363063,2,0,1127.107436,0.5186372995
27,4.418586423,0.2023877748,0,6,26.3286929,1.421399311,1,0,968.0150401,0.6843876344
28,4.620974198,0.1768399153,0,1,26.67012197,3.760780975,2,0,1199.254023,0.5245610919
28,4.620974198,0.1768399153,0,2,26.17436003,1.023098265,1,0,981.2470551,0.6561024624
28,4.620974198,0.1768399153,0,3,27.21037303,5.696993559,1,0,873.0947124,0.6387134917
28,4.620974198,0.1768399153,0,4,26.10352872,2.231110057,2,1,1247.649464,0.7803748397
28,4.620974198,0.1768399153,0,5,27.30443043,6.394266783,1,0,1247.142639,0.6147438857
28,4.620974198,0.1768399153,0,6,27.09178721,4.279379305,1,0,1064.903395,0.6586527619
29,4.797814113,0.153712377,0,1,27.21421728,5.10241433,2,0,1140.009578,0.5338533916
29,4.797814113,0.153712377,0,2,27.11081162,4.705337055,2,0,1131.314507,0.5146028964
29,4.797814113,0.153712377,0,3,26.89687651,4.494600176,2,0,1142.606993,0.5956711089
29,4.797814113,0.153712377,0,4,27.3673665,6.053729288,2,1,1229.408102,0.7639141673
29,4.797814113,0.153712377,0,5,26.56469028,3.491839401,2,0,1016.529853,0.5447652823
29,4.797814113,0.153712377,0,6,26.20113913,1.192051725,1,0,1237.114475,0.6671860275
30,4.95152649,0.1978689108,0,1,27.08645786,4.932984889,2,0,925.2653176,0.7285089253
30,4.95152649,0.1978689108,0,2,26.71838131,3.007906104,3,0,896.9264798,0.7998716021
30,4.95152649,0.1978689108,0,3,26.76922481,3.69582002,1,0,993.7038222,0.5784684882
30,4.95152649,0.1978689108,0,4,26.21888407,1.290197337,2,0,1075.009891,0.5663822295
30,4.95152649,0.1978689108,0,5,27.02726992,4.1220888,1,0,1049.720593,0.6963823898
30,4.95152649,0.1978689108,0,6,27.37534908,5.91404895,1,0,1138.125412,0.6464948964
31,5.149395401,0.14681501,0,1,26.55980104,3.201508256,1,0,853.6565847,0.6517198759
31,5.149395401,0.14681501,0,2,27.46621902,5.183165875,3,1,1061.767059,0.5824222212
31,5.149395401,0.14681501,0,3,27.22282159,4.828798126,1,0,926.7728228,0.6579367956
31,5.149395401,0.14681501,0,4,27.28732874,6.039848331,1,0,1189.146841,0.6961207159
31,5.149395401,0.14681501,0,5,26.84878494,4.696575169,3,0,1023.563861,0.7353128932
31,5.149395401,0.14681501,0,6,27.38837722,6.674149066,2,0,868.6247883,0.522304418
32,5.296210411,0.1827999978,0,1,26.58373491,3.842937233,2,0,946.1888777,0.750395168
32,5.296210411,0.1827999978,0,2,27.25801199,5.098911299,1,0,871.4785728,0.6311264759
32,5.296210411,0.1827999978,0,3,27.41171427,5.821173736,1,0,1046.241382,0.6067433593
32,5.296210411,0.1827999978,0,4,26.95085132,4.8183888,2,1,911.6883855,0.7135031464
32,5.296210411,0.1827999978,0,5,26.83211,3.738185964,2,0,924.9567134,0.6346531031
32,5.296210411,0.1827999978,0,6,27.35170407,6.557156836,2,0,1005.119824,0.5254098551
33,5.479010409,0.1559937316,0,1,26.3698851,2.548982632,2,0,880.7685446,0.5755099213
33,5.479010409,0.1559937316,0,2,26.50210434,3.394176811,2,0,1171.630585,0.5988625149
33,5.479010409,0.1559937316,0,3,26.43717223,2.925121123,2,0,1235.829849,0.7906175665
33,5.479010409,0.1559937316,0,4,26.81844363,4.237531058,1,0,1075.540203,0.6776681103
33,5.479010409,0.1559937316,0,5,26.61371239,3.153763195,2,0,1177.586227,0.7386970508
33,5.479010409,0.1559937316,0,6,26.75991896,4.509370723,1,0,1041.69388,0.6202415292
34,5.635004141,0.184875544,0,1,27.47541231,6.536108281,2,0,1108.799939,0.5132890081
34,5.635004141,0.184875544,0,2,26.8628531,3.921614397,2,0,1057.519107,0.6741554887
34,5.635004141,0.184875544,0,3,26.17410401,2.492748529,2,0,1016.390171,0.7885183597
34,5.635004141,0.184875544,0,4,26.45039612,3.202015455,2,0,1128.705306,0.5956728423
34,5.635004141,0.184875544,0,5,26.83977343,4.865934305,2,0,919.7812931,0.5480407134
34,5.635004141,0.184875544,0,6,26.58325367,3.457666972,1,0,928.9297743,0.6776609475
35,5.819879685,0.1820220839,0,1,26.89545624,4.367165701,1,0,1061.086008,0.6917325757
35,5.819879685,0.1820220839,0,2,26.20092165,0.9412943074,2,0,1095.793806,0.5254255906
35,5.819879685,0.1820220839,0,3,27.04014939,4.943183957,1,0,924.3014797,0.6906504926
35,5.819879685,0.1820220839,0,4,26.20480207,2.349629638,1,1,993.6156689,0.5028750319
35,5.819879685,0.1820220839,0,5,27.14158493,4.593051952,2,0,883.0682503,0.5092582117
35,5.819879685,0.1820220839,0,6,27.16266954,5.729480003,2,0,895.2843981,0.5342619954
36,6.001901769,0.1553720358,0,1,27.22509288,5.180264491,1,0,1029.892937,0.604573093
36,6.001901769,0.1553720358,0,2,26.20885245,1.146660665,2,0,1103.108252,0.5497944853
36,6.001901769,0.1553720358,0,3,27.28702527,6.490587545,2,0,965.7332974,0.5802029199
36,6.001901769,0.1553720358,0,4,26.37451586,2.737966667,2,0,900.7552674,0.7598236385
36,6.001901769,0.1553720358,0,5,27.32018762,4.822255829,1,0,1030.796689,0.690088329
36,6.001901769,0.1553720358,0,6,27.09639791,4.767088636,2,1,1159.654116,0.719817208
37,6.157273804,0.1482102946,0,1,26.51560943,3.175755192,1,0,1076.456844,0.6456013712
37,6.157273804,0.1482102946,0,2,26.30347731,2.442896616,2,0,850.2703726,0.7874095308
37,6.157273804,0.1482102946,0,3,26.24828762,1.664587879,1,0,998.7375071,0.7711400807
37,6.157273804,0.1482102946,0,4,27.01997409,3.600388613,3,0,903.0799168,0.5678572584
37,6.157273804,0.1482102946,0,5,26.47002722,3.41255953,2,0,1142.305353,0.5307281511
37,6.157273804,0.1482102946,0,6,26.66014913,3.76309145,1,0,853.3898968,0.6950060639
38,6.305484099,0.1646283328,0,1,26.41545149,1.627426892,2,0,975.8014673,0.5419490566
38,6.305484099,0.1646283328,0,2,26.76428385,4.17960168,1,0,970.6597334,0.6553247383
38,6.305484099,0.1646283328,0,3,27.46654542,7.123791953,1,0,1087.571907,0.6584859503
38,6.305484099,0.1646283328,0,4,26.0250341,0.2229767026,2,0,1231.781194,0.7311101148
38,6.305484099,0.1646283328,0,5,26.12364172,1.507318824,2,0,1016.172798,0.7105431916
38,6.305484099,0.1646283328,0,6,27.2517897,5.757986558,0,0,1006.292601,0.6902882742
39,6.470112432,0.1883389876,0,1,27.06185091,5.131871618,2,0,1146.263272,0.5358329021
39,6.470112432,0.1883389876,0,2,27.32962214,6.212057776,2,0,1162.449592,0.5806293459
39,6.470112432,0.1883389876,0,3,26.74941501,3.76547216,2,1,1032.079111,0.6080371687
39,6.470112432,0.1883389876,0,4,26.36682718,2.231705999,2,0,867.6151629,0.7588785485
39,6.470112432,0.1883389876,0,5,26.6243849,3.633210973,2,0,1017.747722,0.5965406043
39,6.470112432,0.1883389876,0,6,26.10338966,1.293258946,2,0,1242.565546,0.7862238222
40,6.658451419,0.1670789823,0,1,26.29313364,2.830275854,3,0,1047.34427,0.7317839789
40,6.658451419,0.1670789823,0,2,26.00219306,1.322309011,3,0,1200.879446,0.7852970786
40,6.658451419,0.1670789823,0,3,26.13953996,2.332567405,2,1,1248.783708,0.7134957424
40,6.658451419,0.1670789823,0,4,26.11224573,1.529811662,2,1,903.4055401,0.7459888676
40,6.658451419,0.1670789823,0,5,26.40793381,1.581904712,2,0,1144.141148,0.5954173158
40,6.658451419,0.1670789823,0,6,26.31145434,1.710340999,2,0,1064.36982,0.7893904167
41,6.825530402,0.1496286678,0,1,27.01577507,4.087402714,0,0,992.2971022,0.6540379026
41,6.825530402,0.1496286678,0,2,26.01793538,1.723727857,2,0,1171.558701,0.5419379118
41,6.825530402,0.1496286678,0,3,26.03270027,0.2437767178,2,0,953.5282609,0.7438241275
41,6.825530402,0.1496286678,0,4,26.8608263,4.666310647,2,1,1034.397969,0.5503967626
41,6.825530402,0.1496286678,0,5,26.92876482,3.753087232,2,0,1203.36952,0.5103948331
41,6.825530402,0.1496286678,0,6,26.94613158,4.926840208,1,0,1203.861006,0.6577442175
42,6.975159069,0.1916310888,0,1,27.16780742,4.218139399,2,0,937.6080752,0.7687294345
42,6.975159069,0.1916310888,0,2,27.37588922,4.943489343,2,0,956.6108004,0.7448855485
42,6.975159069,0.1916310888,0,3,27.20931534,5.641972263,1,0,920.440147,0.6777558528
42,6.975159069,0.1916310888,0,4,26.73834009,3.210914548,2,0,1245.202484,0.764487908
42,6.975159069,0.1916310888,0,5,27.07540645,5.614036579,3,0,930.5857533,0.5391468637
42,6.975159069,0.1916310888,0,6,26.56038617,3.851739,2,0,1194.267787,0.7881676251
43,7.166790158,0.1489618264,0,1,27.18048769,4.591960308,2,0,1127.424159,0.7786535627
43,7.166790158,0.1489618264,0,2,27.4914247,7.167762625,1,0,1229.479264,0.6174804282
43,7.166790158,0.1489618264,0,3,26.35699389,3.218404845,2,0,906.2573473,0.7236029984
43,7.166790158,0.1489618264,0,4,26.10169217,0.8704254567,2,0,956.0849762,0.5748622589
43,7.166790158,0.1489618264,0,5,26.15214284,1.493254291,1,0,1001.48503,0.6638071903
43,7.166790158,0.1489618264,0,6,26.1113006,0.7310616461,2,0,977.4867632,0.7854986394
44,7.315751985,0.1820145746,0,1,26.15188672,0.9444773235,2,0,1205.901308,0.5471311332
44,7.315751985,0.1820145746,0,2,27.25978176,4.73112053,1,0,869.8541772,0.6715309424
44,7.315751985,0.1820145746,0,3,26.12290414,2.119137216,2,1,918.3328767,0.5875434398
44,7.315751985,0.1820145746,0,4,26.66866291,2.874716918,1,0,1204.197077,0.6108204995
44,7.315751985,0.1820145746,0,5,27.45605831,6.292652458,1,1,987.5165546,0.6624347018
44,7.315751985,0.1820145746,0,6,26.11843257,2.221450791,1,0,1202.661548,0.6428786843
45,7.497766559,0.196465892,0,1,26.63506235,4.206690712,2,0,1173.384289,0.5378557996
45,7.497766559,0.196465892,0,2,26.59603249,2.745324382,1,0,876.8047812,0.6164297459
45,7.497766559,0.196465892,0,3,26.8819012,4.613702763,2,0,1015.77696,0.5444599224
45,7.497766559,0.196465892,0,4,26.72837719,3.775746277,1,0,1014.356015,0.6149130419
45,7.497766559,0.196465892,0,5,27.11862473,5.769913408,2,0,982.5976303,0.5712737882
45,7.497766559,0.196465892,0,6,26.20157828,2.65631571,2,0,889.2869561,0.7606700075
46,7.694232451,0.1626588263,0,1,26.23845866,1.459634864,1,0,1178.406957,0.6545809108
46,7.694232451,0.1626588263,0,2,26.684673,4.240409328,2,0,1184.790671,0.5748470784
46,7.694232451,0.1626588263,0,3,26.26637554,2.676385145,0,1,998.9867046,0.678213078
46,7.694232451,0.1626588263,0,4,26.85838709,4.944209363,1,0,1004.626268,0.5488722217
46,7.694232451,0.1626588263,0,5,27.36727316,6.096158337,2,0,1157.029091,0.5026693958
46,7.694232451,0.1626588263,0,6,26.5230638,2.340826056,2,0,1019.52272,0.6129426357
47,7.856891278,0.1879975949,0,1,26.09575558,2.312984149,2,0,969.3903705,0.5324313592
47,7.856891278,0.1879975949,0,2,27.20814473,5.847335847,2,0,1156.189755,0.7699061134
47,7.856891278,0.1879975949,0,3,26.05297851,1.602181073,1,0,1017.426274,0.6164824763
47,7.856891278,0.1879975949,0,4,27.26812887,6.134530362,1,0,1118.74739,0.6521944567
47,7.856891278,0.1879975949,0,5,26.50344869,1.946546464,2,0,923.2273428,0.7039137108
47,7.856891278,0.1879975949,0,6,27.29959005,5.730883594,1,0,1190.485555,0.6411609703
48,8.044888872,0.186101538,0,1,27.3599314,5.690776256,1,0,1013.676739,0.6708210764
48,8.044888872,0.186101538,0,2,27.14178992,4.346803518,2,0,851.8854006,0.5820583587
48,8.044888872,0.186101538,0,3,26.05658798,0.5975469345,1,0,1236.131136,0.614994926
48,8.044888872,0.186101538,0,4,26.51652466,2.071726929,3,0,949.5292492,0.7080574242
48,8.044888872,0.186101538,0,5,27.33196107,6.668355557,1,0,1088.547967,0.6013505454
48,8.044888872,0.186101538,0,6,26.19680866,2.159280768,2,0,941.3673139,0.7181506484
49,8.23099041,0.1619042469,0,1,27.03462462,4.466813725,2,0,1111.427047,0.50592253
49,8.23099041,0.1619042469,0,2,26.40496572,2.633375577,1,0,1114.66583,0.6987448898
